Микро_Зона_ID;Координата_Старт;Координата_Конец;Родительский_3D_Узел;Букв_в_куске;Масса_Куска_(kDa);GC_Состав_%;Т_Плавления_(C);CpG_Островки_(шт);GC_Skew;AT_Skew;Индекс_Изгибаемости;Потенциал_Z_ДНК_%;Сродство_Нуклеосом_%;Жесткость_Точечная_(3-mer);Жесткость_Полувитка_(5-mer);Периодичность_Витка_(10-mer);Регуляторный_Профиль_(20-mer);Энергия_Деформации_(kT);Локальная_Гидрофобность;Микро_Заряд_Дебая
Zone_3008;52968618;52969639;Node_7;1021;"=""316.147""";"=""43.5""";"=""2930.0""";"=""3.0""";"=""0.0901""";"=""-0.0225""";"=""0.0486""";"=""3.92""";"=""32.67""";"=""0.0475""";"=""0.0449""";"=""32.67""";"=""43.48""";"=""0.303""";"=""321.702""";"=""10.5509"""
Zone_3009;52969639;52970660;Node_7;1021;"=""314.126""";"=""39.5""";"=""2848.0""";"=""9.0""";"=""-0.0868""";"=""-0.2006""";"=""0.046""";"=""4.31""";"=""38.22""";"=""0.0451""";"=""0.0446""";"=""38.22""";"=""39.46""";"=""0.307""";"=""320.61""";"=""10.4834"""
Zone_3010;52970660;52971681;Node_7;1021;"=""315.136""";"=""41.0""";"=""2880.0""";"=""23.0""";"=""0.0263""";"=""-0.1761""";"=""0.0458""";"=""3.53""";"=""37.13""";"=""0.045""";"=""0.0439""";"=""37.13""";"=""41.02""";"=""0.315""";"=""320.557""";"=""10.5171"""
Zone_3011;52971681;52972702;Node_7;1021;"=""316.129""";"=""38.2""";"=""2822.0""";"=""5.0""";"=""0.1128""";"=""-0.046""";"=""0.0464""";"=""1.96""";"=""38.61""";"=""0.0455""";"=""0.0449""";"=""38.61""";"=""37.92""";"=""0.304""";"=""320.796""";"=""10.5503"""
Zone_3012;52972702;52973723;Node_7;1021;"=""314.224""";"=""37.3""";"=""2804.0""";"=""8.0""";"=""-0.1024""";"=""-0.1281""";"=""0.0463""";"=""4.31""";"=""39.9""";"=""0.0454""";"=""0.0446""";"=""39.9""";"=""37.37""";"=""0.307""";"=""320.732""";"=""10.4867"""
Zone_3013;52973723;52974744;Node_7;1021;"=""315.296""";"=""34.1""";"=""2738.0""";"=""8.0""";"=""0.046""";"=""-0.1263""";"=""0.0444""";"=""4.31""";"=""44.46""";"=""0.0438""";"=""0.0442""";"=""44.46""";"=""33.76""";"=""0.312""";"=""320.018""";"=""10.5224"""
Zone_3014;52974744;52975765;Node_7;1021;"=""314.771""";"=""42.1""";"=""2902.0""";"=""13.0""";"=""-0.0326""";"=""-0.1303""";"=""0.0471""";"=""1.57""";"=""36.34""";"=""0.0463""";"=""0.0444""";"=""36.34""";"=""42.33""";"=""0.309""";"=""321.152""";"=""10.505"""
Zone_3015;52975765;52976786;Node_7;1021;"=""314.639""";"=""38.9""";"=""2836.0""";"=""5.0""";"=""-0.1083""";"=""0.0417""";"=""0.047""";"=""2.35""";"=""38.12""";"=""0.0458""";"=""0.0447""";"=""38.12""";"=""39.1""";"=""0.306""";"=""320.94""";"=""10.5005"""
Zone_3016;52976786;52977807;Node_7;1021;"=""315.353""";"=""43.8""";"=""2936.0""";"=""12.0""";"=""0.0201""";"=""-0.0906""";"=""0.0484""";"=""2.35""";"=""31.49""";"=""0.0474""";"=""0.0452""";"=""31.49""";"=""44.21""";"=""0.3""";"=""321.643""";"=""10.5244"""
Zone_3017;52977807;52978828;Node_7;1021;"=""315.264""";"=""41.3""";"=""2886.0""";"=""9.0""";"=""0.0""";"=""-0.0484""";"=""0.0473""";"=""3.53""";"=""36.53""";"=""0.0464""";"=""0.0444""";"=""36.53""";"=""41.4""";"=""0.309""";"=""321.205""";"=""10.5214"""
Zone_3018;52978828;52979849;Node_7;1021;"=""314.981""";"=""36.1""";"=""2780.0""";"=""9.0""";"=""-0.0244""";"=""-0.0706""";"=""0.0449""";"=""4.31""";"=""41.49""";"=""0.0442""";"=""0.0442""";"=""41.49""";"=""36.24""";"=""0.311""";"=""320.19""";"=""10.512"""
Zone_3019;52979849;52980870;Node_7;1021;"=""313.877""";"=""40.3""";"=""2864.0""";"=""9.0""";"=""-0.1192""";"=""-0.1934""";"=""0.0467""";"=""1.96""";"=""35.94""";"=""0.0459""";"=""0.0449""";"=""35.94""";"=""40.28""";"=""0.304""";"=""320.955""";"=""10.4751"""
Zone_3020;52980870;52981891;Node_7;1021;"=""315.083""";"=""40.1""";"=""2860.0""";"=""16.0""";"=""0.0122""";"=""-0.1471""";"=""0.0464""";"=""4.7""";"=""38.22""";"=""0.0457""";"=""0.0444""";"=""38.22""";"=""40.62""";"=""0.31""";"=""320.858""";"=""10.5153"""
Zone_3021;52981891;52982912;Node_7;1021;"=""314.606""";"=""40.7""";"=""2874.0""";"=""14.0""";"=""-0.0721""";"=""-0.0678""";"=""0.0473""";"=""2.74""";"=""36.63""";"=""0.0465""";"=""0.0448""";"=""36.63""";"=""41.02""";"=""0.305""";"=""321.229""";"=""10.4994"""
Zone_3022;52982912;52983933;Node_7;1021;"=""313.914""";"=""32.8""";"=""2712.0""";"=""2.0""";"=""-0.0627""";"=""-0.3294""";"=""0.0441""";"=""1.18""";"=""45.45""";"=""0.0433""";"=""0.0448""";"=""45.45""";"=""32.98""";"=""0.305""";"=""319.819""";"=""10.4763"""
Zone_3023;52983933;52984954;Node_7;1021;"=""314.333""";"=""44.4""";"=""2948.0""";"=""10.0""";"=""-0.0552""";"=""-0.2254""";"=""0.0477""";"=""2.74""";"=""32.48""";"=""0.0468""";"=""0.0441""";"=""32.48""";"=""44.35""";"=""0.312""";"=""321.355""";"=""10.4903"""
Zone_3024;52984954;52985975;Node_7;1021;"=""312.111""";"=""44.6""";"=""2952.0""";"=""10.0""";"=""-0.3099""";"=""-0.1873""";"=""0.0482""";"=""1.96""";"=""31.58""";"=""0.0471""";"=""0.0448""";"=""31.58""";"=""44.59""";"=""0.305""";"=""321.514""";"=""10.4162"""
Zone_3025;52985975;52986996;Node_7;1021;"=""314.827""";"=""32.4""";"=""2704.0""";"=""4.0""";"=""-0.0272""";"=""-0.1101""";"=""0.0447""";"=""3.92""";"=""44.36""";"=""0.0443""";"=""0.0448""";"=""44.36""";"=""32.82""";"=""0.305""";"=""320.235""";"=""10.5068"""
Zone_3026;52986996;52988017;Node_7;1021;"=""315.002""";"=""34.1""";"=""2738.0""";"=""5.0""";"=""0.0""";"=""-0.1174""";"=""0.0447""";"=""1.18""";"=""44.06""";"=""0.0439""";"=""0.0444""";"=""44.06""";"=""34.58""";"=""0.309""";"=""320.084""";"=""10.5127"""
Zone_3027;52988017;52989038;Node_7;1021;"=""315.043""";"=""37.3""";"=""2804.0""";"=""8.0""";"=""0.0026""";"=""-0.1219""";"=""0.0454""";"=""3.53""";"=""41.98""";"=""0.0447""";"=""0.044""";"=""41.98""";"=""37.49""";"=""0.313""";"=""320.414""";"=""10.514"""
Zone_3028;52989038;52990059;Node_7;1021;"=""315.45""";"=""40.1""";"=""2860.0""";"=""5.0""";"=""-0.0122""";"=""0.0588""";"=""0.0468""";"=""2.74""";"=""35.54""";"=""0.0459""";"=""0.0449""";"=""35.54""";"=""40.27""";"=""0.304""";"=""320.979""";"=""10.5276"""
Zone_3029;52990059;52991080;Node_7;1021;"=""317.917""";"=""38.7""";"=""2832.0""";"=""13.0""";"=""0.2101""";"=""0.3099""";"=""0.0461""";"=""2.35""";"=""39.9""";"=""0.0451""";"=""0.0441""";"=""39.9""";"=""38.64""";"=""0.313""";"=""320.63""";"=""10.6099"""
Zone_3030;52991080;52992101;Node_7;1021;"=""314.682""";"=""39.5""";"=""2848.0""";"=""13.0""";"=""-0.0571""";"=""-0.0874""";"=""0.0466""";"=""3.53""";"=""38.12""";"=""0.046""";"=""0.0442""";"=""38.12""";"=""39.48""";"=""0.311""";"=""321.013""";"=""10.502"""
Zone_3031;52992101;52993122;Node_7;1021;"=""315.794""";"=""32.5""";"=""2706.0""";"=""3.0""";"=""0.0241""";"=""0.0914""";"=""0.0446""";"=""4.31""";"=""45.15""";"=""0.0438""";"=""0.0445""";"=""45.15""";"=""32.4""";"=""0.308""";"=""320.038""";"=""10.5391"""
Zone_3032;52993122;52994143;Node_7;1021;"=""314.071""";"=""39.3""";"=""2844.0""";"=""11.0""";"=""-0.1322""";"=""-0.0903""";"=""0.047""";"=""2.74""";"=""37.13""";"=""0.0461""";"=""0.045""";"=""37.13""";"=""39.4""";"=""0.302""";"=""321.068""";"=""10.4816"""
Zone_3033;52994143;52995164;Node_7;1021;"=""315.574""";"=""42.1""";"=""2902.0""";"=""7.0""";"=""0.0419""";"=""-0.0694""";"=""0.0478""";"=""2.74""";"=""35.05""";"=""0.0468""";"=""0.0447""";"=""35.05""";"=""42.2""";"=""0.306""";"=""321.386""";"=""10.5317"""
Zone_3034;52995164;52996185;Node_7;1021;"=""314.148""";"=""52.0""";"=""3104.0""";"=""17.0""";"=""-0.1299""";"=""0.0367""";"=""0.0516""";"=""4.7""";"=""21.58""";"=""0.0504""";"=""0.0451""";"=""21.58""";"=""52.39""";"=""0.301""";"=""322.989""";"=""10.4841"""
Zone_3035;52996185;52997206;Node_7;1021;"=""313.963""";"=""41.8""";"=""2896.0""";"=""1.0""";"=""-0.1288""";"=""-0.1246""";"=""0.0458""";"=""2.35""";"=""34.95""";"=""0.045""";"=""0.0445""";"=""34.95""";"=""41.85""";"=""0.308""";"=""320.584""";"=""10.478"""
Zone_3036;52997206;52998227;Node_7;1021;"=""314.963""";"=""38.4""";"=""2826.0""";"=""7.0""";"=""-0.0204""";"=""-0.0906""";"=""0.0461""";"=""2.35""";"=""37.43""";"=""0.0453""";"=""0.0447""";"=""37.43""";"=""38.21""";"=""0.305""";"=""320.716""";"=""10.5113"""
Zone_3037;52998227;52999248;Node_7;1021;"=""316.117""";"=""40.0""";"=""2858.0""";"=""11.0""";"=""0.0931""";"=""-0.0114""";"=""0.0462""";"=""1.57""";"=""36.63""";"=""0.0452""";"=""0.0445""";"=""36.63""";"=""40.0""";"=""0.308""";"=""320.635""";"=""10.5498"""
Zone_3038;52999248;53000269;Node_7;1021;"=""315.608""";"=""37.7""";"=""2812.0""";"=""8.0""";"=""0.0545""";"=""-0.066""";"=""0.0455""";"=""2.35""";"=""39.7""";"=""0.0446""";"=""0.0438""";"=""39.7""";"=""38.13""";"=""0.316""";"=""320.4""";"=""10.5329"""
Zone_3039;53000269;53001290;Node_7;1021;"=""316.329""";"=""41.0""";"=""2880.0""";"=""9.0""";"=""0.1169""";"=""-0.0166""";"=""0.0479""";"=""1.96""";"=""37.23""";"=""0.047""";"=""0.0447""";"=""37.23""";"=""41.17""";"=""0.305""";"=""321.47""";"=""10.5569"""
Zone_3040;53001290;53002311;Node_7;1021;"=""315.146""";"=""40.7""";"=""2874.0""";"=""13.0""";"=""-0.0192""";"=""-0.0314""";"=""0.0467""";"=""3.13""";"=""36.63""";"=""0.0459""";"=""0.0444""";"=""36.63""";"=""40.74""";"=""0.309""";"=""320.991""";"=""10.5175"""
Zone_3041;53002311;53003332;Node_7;1021;"=""315.542""";"=""37.1""";"=""2800.0""";"=""9.0""";"=""0.0554""";"=""-0.0872""";"=""0.0456""";"=""1.18""";"=""39.9""";"=""0.0451""";"=""0.0446""";"=""39.9""";"=""37.28""";"=""0.306""";"=""320.613""";"=""10.5307"""
Zone_3042;53003332;53004353;Node_7;1021;"=""314.555""";"=""44.6""";"=""2952.0""";"=""13.0""";"=""-0.0593""";"=""-0.1237""";"=""0.0478""";"=""3.53""";"=""31.49""";"=""0.047""";"=""0.0445""";"=""31.49""";"=""44.86""";"=""0.308""";"=""321.446""";"=""10.4977"""
Zone_3043;53004353;53005374;Node_7;1021;"=""315.542""";"=""51.1""";"=""3086.0""";"=""18.0""";"=""0.0038""";"=""0.0261""";"=""0.0509""";"=""1.96""";"=""23.76""";"=""0.0497""";"=""0.0452""";"=""23.76""";"=""51.35""";"=""0.3""";"=""322.668""";"=""10.5307"""
Zone_3044;53005374;53006395;Node_7;1021;"=""316.866""";"=""43.0""";"=""2920.0""";"=""13.0""";"=""0.0661""";"=""0.3368""";"=""0.0474""";"=""3.92""";"=""32.48""";"=""0.0464""";"=""0.0447""";"=""32.48""";"=""42.64""";"=""0.306""";"=""321.183""";"=""10.5749"""
Zone_3045;53006395;53007416;Node_7;1021;"=""315.487""";"=""39.1""";"=""2840.0""";"=""6.0""";"=""-0.1078""";"=""0.3441""";"=""0.0468""";"=""3.53""";"=""37.92""";"=""0.046""";"=""0.045""";"=""37.92""";"=""39.15""";"=""0.303""";"=""321.004""";"=""10.5288"""
Zone_3046;53007416;53008437;Node_7;1021;"=""315.78""";"=""37.7""";"=""2812.0""";"=""8.0""";"=""-0.0961""";"=""0.3994""";"=""0.0456""";"=""4.31""";"=""39.6""";"=""0.0449""";"=""0.0444""";"=""39.6""";"=""37.63""";"=""0.309""";"=""320.498""";"=""10.5386"""
Zone_3047;53008437;53009458;Node_7;1021;"=""315.158""";"=""39.2""";"=""2842.0""";"=""7.0""";"=""-0.13""";"=""0.2915""";"=""0.0467""";"=""3.53""";"=""36.93""";"=""0.046""";"=""0.0448""";"=""36.93""";"=""38.91""";"=""0.304""";"=""321.024""";"=""10.5179"""
Zone_3048;53009458;53010479;Node_7;1021;"=""315.848""";"=""38.7""";"=""2832.0""";"=""4.0""";"=""-0.0481""";"=""0.3003""";"=""0.0461""";"=""4.31""";"=""37.52""";"=""0.0454""";"=""0.0447""";"=""37.52""";"=""38.77""";"=""0.305""";"=""320.739""";"=""10.5409"""
Zone_3049;53010479;53011500;Node_7;1021;"=""315.327""";"=""39.4""";"=""2846.0""";"=""10.0""";"=""-0.01""";"=""0.0081""";"=""0.0464""";"=""5.09""";"=""36.14""";"=""0.0456""";"=""0.0449""";"=""36.14""";"=""39.28""";"=""0.303""";"=""320.845""";"=""10.5235"""
Zone_3050;53011500;53012521;Node_7;1021;"=""314.642""";"=""41.8""";"=""2896.0""";"=""7.0""";"=""-0.082""";"=""-0.0202""";"=""0.0476""";"=""1.57""";"=""34.06""";"=""0.0467""";"=""0.0449""";"=""34.06""";"=""41.76""";"=""0.304""";"=""321.311""";"=""10.5006"""
Zone_3051;53012521;53013542;Node_7;1021;"=""315.093""";"=""40.3""";"=""2864.0""";"=""9.0""";"=""0.0122""";"=""-0.1443""";"=""0.0455""";"=""1.96""";"=""37.72""";"=""0.0447""";"=""0.0434""";"=""37.72""";"=""39.9""";"=""0.32""";"=""320.416""";"=""10.5157"""
Zone_3052;53013542;53014563;Node_7;1021;"=""315.061""";"=""42.9""";"=""2918.0""";"=""18.0""";"=""-0.0046""";"=""-0.1149""";"=""0.047""";"=""3.92""";"=""35.94""";"=""0.0459""";"=""0.0437""";"=""35.94""";"=""42.72""";"=""0.317""";"=""320.982""";"=""10.5146"""
Zone_3053;53014563;53015584;Node_7;1021;"=""315.524""";"=""40.8""";"=""2876.0""";"=""14.0""";"=""0.0504""";"=""-0.106""";"=""0.0463""";"=""3.13""";"=""35.94""";"=""0.0455""";"=""0.0449""";"=""35.94""";"=""41.01""";"=""0.304""";"=""320.8""";"=""10.5301"""
Zone_3054;53015584;53016605;Node_7;1021;"=""313.955""";"=""36.4""";"=""2786.0""";"=""5.0""";"=""-0.0914""";"=""-0.2512""";"=""0.0453""";"=""3.13""";"=""39.31""";"=""0.0445""";"=""0.0442""";"=""39.31""";"=""36.12""";"=""0.311""";"=""320.33""";"=""10.4777"""
Zone_3055;53016605;53017626;Node_7;1021;"=""315.967""";"=""35.5""";"=""2766.0""";"=""3.0""";"=""0.116""";"=""-0.0804""";"=""0.0452""";"=""5.09""";"=""43.27""";"=""0.0446""";"=""0.0449""";"=""43.27""";"=""35.43""";"=""0.304""";"=""320.381""";"=""10.5449"""
Zone_3056;53017626;53018647;Node_7;1021;"=""315.125""";"=""40.6""";"=""2872.0""";"=""11.0""";"=""-0.0169""";"=""-0.0462""";"=""0.0472""";"=""1.96""";"=""36.24""";"=""0.0465""";"=""0.0446""";"=""36.24""";"=""40.56""";"=""0.307""";"=""321.22""";"=""10.5167"""
Zone_3057;53018647;53019668;Node_7;1021;"=""314.884""";"=""35.5""";"=""2766.0""";"=""3.0""";"=""-0.011""";"=""-0.1351""";"=""0.0454""";"=""2.35""";"=""43.37""";"=""0.0447""";"=""0.0444""";"=""43.37""";"=""35.28""";"=""0.309""";"=""320.414""";"=""10.5087"""
Zone_3058;53019668;53020689;Node_7;1021;"=""315.104""";"=""38.7""";"=""2832.0""";"=""6.0""";"=""0.0025""";"=""-0.1054""";"=""0.0462""";"=""3.53""";"=""39.01""";"=""0.0453""";"=""0.0445""";"=""39.01""";"=""38.68""";"=""0.308""";"=""320.683""";"=""10.5161"""
Zone_3059;53020689;53021710;Node_7;1021;"=""314.112""";"=""47.3""";"=""3008.0""";"=""15.0""";"=""-0.0807""";"=""-0.2193""";"=""0.0486""";"=""2.35""";"=""28.71""";"=""0.0474""";"=""0.0437""";"=""28.71""";"=""47.37""";"=""0.317""";"=""321.654""";"=""10.483"""
Zone_3060;53021710;53022731;Node_7;1021;"=""314.304""";"=""40.0""";"=""2858.0""";"=""10.0""";"=""-0.0637""";"=""-0.2039""";"=""0.0475""";"=""5.09""";"=""36.73""";"=""0.0467""";"=""0.0447""";"=""36.73""";"=""39.91""";"=""0.306""";"=""321.326""";"=""10.4894"""
Zone_3061;53022731;53023752;Node_7;1021;"=""317.151""";"=""37.1""";"=""2800.0""";"=""5.0""";"=""0.2296""";"=""0.0125""";"=""0.0455""";"=""2.35""";"=""39.21""";"=""0.0448""";"=""0.0449""";"=""39.21""";"=""36.82""";"=""0.304""";"=""320.484""";"=""10.5844"""
Zone_3062;53023752;53024773;Node_7;1021;"=""314.588""";"=""39.8""";"=""2854.0""";"=""8.0""";"=""-0.069""";"=""-0.0862""";"=""0.0463""";"=""4.31""";"=""38.71""";"=""0.0455""";"=""0.0444""";"=""38.71""";"=""39.54""";"=""0.309""";"=""320.8""";"=""10.4988"""
Zone_3063;53024773;53025794;Node_7;1021;"=""311.736""";"=""46.9""";"=""3000.0""";"=""9.0""";"=""-0.3319""";"=""-0.2066""";"=""0.0492""";"=""2.74""";"=""30.2""";"=""0.0481""";"=""0.0451""";"=""30.2""";"=""46.73""";"=""0.302""";"=""321.963""";"=""10.4036"""
Zone_3064;53025794;53026815;Node_7;1021;"=""314.556""";"=""39.5""";"=""2848.0""";"=""5.0""";"=""-0.0571""";"=""-0.1327""";"=""0.0468""";"=""2.74""";"=""37.92""";"=""0.0459""";"=""0.0447""";"=""37.92""";"=""39.53""";"=""0.306""";"=""320.949""";"=""10.4977"""
Zone_3065;53026815;53027836;Node_7;1021;"=""315.287""";"=""45.7""";"=""2976.0""";"=""19.0""";"=""0.0064""";"=""-0.0758""";"=""0.0483""";"=""3.92""";"=""30.5""";"=""0.0475""";"=""0.0443""";"=""30.5""";"=""46.14""";"=""0.311""";"=""321.673""";"=""10.5222"""
Zone_3066;53027836;53028857;Node_7;1021;"=""315.774""";"=""30.8""";"=""2670.0""";"=""2.0""";"=""0.1083""";"=""-0.0778""";"=""0.0428""";"=""2.74""";"=""49.5""";"=""0.042""";"=""0.0445""";"=""49.5""";"=""30.61""";"=""0.308""";"=""319.229""";"=""10.5384"""
Zone_3067;53028857;53029878;Node_7;1021;"=""314.947""";"=""42.6""";"=""2912.0""";"=""12.0""";"=""-0.0253""";"=""-0.0887""";"=""0.0481""";"=""2.74""";"=""35.45""";"=""0.0474""";"=""0.0446""";"=""35.45""";"=""42.49""";"=""0.306""";"=""321.636""";"=""10.5108"""
Zone_3068;53029878;53030899;Node_7;1021;"=""314.934""";"=""43.6""";"=""2932.0""";"=""19.0""";"=""-0.0337""";"=""-0.066""";"=""0.0476""";"=""2.74""";"=""33.37""";"=""0.0467""";"=""0.0445""";"=""33.37""";"=""43.53""";"=""0.308""";"=""321.351""";"=""10.5104"""
Zone_3069;53030899;53031920;Node_7;1021;"=""314.274""";"=""34.3""";"=""2742.0""";"=""4.0""";"=""-0.1029""";"=""-0.1207""";"=""0.0437""";"=""2.74""";"=""41.68""";"=""0.0431""";"=""0.044""";"=""41.68""";"=""34.42""";"=""0.314""";"=""319.702""";"=""10.4883"""
Zone_3070;53031920;53032941;Node_7;1021;"=""317.345""";"=""41.3""";"=""2886.0""";"=""3.0""";"=""0.2133""";"=""0.0551""";"=""0.0482""";"=""3.13""";"=""34.36""";"=""0.0474""";"=""0.045""";"=""34.36""";"=""41.14""";"=""0.303""";"=""321.645""";"=""10.5908"""
Zone_3071;53032941;53033962;Node_7;1021;"=""316.194""";"=""36.9""";"=""2796.0""";"=""6.0""";"=""0.0504""";"=""0.1522""";"=""0.0451""";"=""3.13""";"=""40.59""";"=""0.0443""";"=""0.0439""";"=""40.59""";"=""37.36""";"=""0.314""";"=""320.232""";"=""10.5524"""
Zone_3072;53033962;53034983;Node_8;1021;"=""317.307""";"=""42.3""";"=""2906.0""";"=""17.0""";"=""0.1898""";"=""0.1002""";"=""0.0473""";"=""1.96""";"=""35.15""";"=""0.0465""";"=""0.0446""";"=""35.15""";"=""42.01""";"=""0.307""";"=""321.227""";"=""10.5896"""
Zone_3073;53034983;53036004;Node_8;1021;"=""316.959""";"=""37.3""";"=""2804.0""";"=""14.0""";"=""0.1286""";"=""0.2094""";"=""0.0461""";"=""2.74""";"=""42.67""";"=""0.0455""";"=""0.0445""";"=""42.67""";"=""36.87""";"=""0.308""";"=""320.767""";"=""10.578"""
Zone_3074;53036004;53037025;Node_8;1021;"=""315.219""";"=""28.4""";"=""2622.0""";"=""7.0""";"=""-0.0276""";"=""0.015""";"=""0.0437""";"=""1.57""";"=""52.97""";"=""0.0432""";"=""0.0449""";"=""52.97""";"=""27.76""";"=""0.304""";"=""319.751""";"=""10.5199"""
Zone_3075;53037025;53038046;Node_8;1021;"=""315.004""";"=""42.6""";"=""2912.0""";"=""7.0""";"=""-0.0529""";"=""0.0239""";"=""0.0475""";"=""9.79""";"=""34.85""";"=""0.0467""";"=""0.0445""";"=""34.85""";"=""42.31""";"=""0.308""";"=""321.344""";"=""10.5127"""
Zone_3076;53038046;53039067;Node_8;1021;"=""315.602""";"=""44.4""";"=""2948.0""";"=""7.0""";"=""0.0331""";"=""-0.0423""";"=""0.0481""";"=""3.53""";"=""33.76""";"=""0.0473""";"=""0.0448""";"=""33.76""";"=""44.53""";"=""0.305""";"=""321.601""";"=""10.5327"""
Zone_3077;53039067;53040088;Node_8;1021;"=""313.814""";"=""42.7""";"=""2914.0""";"=""8.0""";"=""-0.1422""";"=""-0.1316""";"=""0.0483""";"=""3.92""";"=""32.38""";"=""0.0472""";"=""0.0448""";"=""32.38""";"=""42.6""";"=""0.305""";"=""321.545""";"=""10.473"""
Zone_3078;53040088;53041109;Node_8;1021;"=""313.902""";"=""44.6""";"=""2952.0""";"=""15.0""";"=""-0.1341""";"=""-0.1131""";"=""0.0478""";"=""1.18""";"=""31.58""";"=""0.047""";"=""0.0446""";"=""31.58""";"=""44.59""";"=""0.307""";"=""321.448""";"=""10.4759"""
Zone_3079;53041109;53042130;Node_8;1021;"=""318.777""";"=""46.4""";"=""2990.0""";"=""20.0""";"=""0.3249""";"=""0.1115""";"=""0.0486""";"=""3.53""";"=""29.11""";"=""0.0477""";"=""0.0446""";"=""29.11""";"=""46.43""";"=""0.306""";"=""321.802""";"=""10.6386"""
Zone_3080;53042130;53043151;Node_8;1021;"=""315.031""";"=""37.5""";"=""2808.0""";"=""4.0""";"=""-0.0026""";"=""-0.1129""";"=""0.0457""";"=""1.57""";"=""39.11""";"=""0.0452""";"=""0.0445""";"=""39.11""";"=""37.48""";"=""0.309""";"=""320.637""";"=""10.5136"""
Zone_3081;53043151;53044172;Node_8;1021;"=""315.549""";"=""39.2""";"=""2842.0""";"=""6.0""";"=""0.055""";"=""-0.0982""";"=""0.0469""";"=""1.57""";"=""35.94""";"=""0.0459""";"=""0.0446""";"=""35.94""";"=""38.94""";"=""0.307""";"=""320.968""";"=""10.5309"""
Zone_3082;53044172;53045193;Node_8;1021;"=""315.091""";"=""38.0""";"=""2818.0""";"=""12.0""";"=""-0.0155""";"=""-0.0585""";"=""0.046""";"=""3.92""";"=""40.59""";"=""0.0451""";"=""0.0448""";"=""40.59""";"=""37.61""";"=""0.305""";"=""320.626""";"=""10.5156"""
Zone_3083;53045193;53046214;Node_8;1021;"=""314.342""";"=""36.1""";"=""2780.0""";"=""6.0""";"=""-0.0732""";"=""-0.1656""";"=""0.0451""";"=""3.92""";"=""42.18""";"=""0.0445""";"=""0.0445""";"=""42.18""";"=""35.97""";"=""0.308""";"=""320.352""";"=""10.4906"""
Zone_3084;53046214;53047235;Node_8;1021;"=""314.657""";"=""39.9""";"=""2856.0""";"=""4.0""";"=""-0.0221""";"=""-0.1987""";"=""0.0472""";"=""3.13""";"=""36.83""";"=""0.0462""";"=""0.0445""";"=""36.83""";"=""39.76""";"=""0.308""";"=""321.123""";"=""10.5011"""
Zone_3085;53047235;53048256;Node_8;1021;"=""315.375""";"=""40.8""";"=""2876.0""";"=""4.0""";"=""0.012""";"=""-0.043""";"=""0.0487""";"=""6.66""";"=""34.95""";"=""0.0474""";"=""0.045""";"=""34.95""";"=""40.68""";"=""0.303""";"=""321.651""";"=""10.5251"""
Zone_3086;53048256;53049277;Node_8;1021;"=""314.35""";"=""42.5""";"=""2910.0""";"=""4.0""";"=""-0.0737""";"=""-0.155""";"=""0.0479""";"=""5.09""";"=""34.46""";"=""0.0467""";"=""0.0448""";"=""34.46""";"=""42.22""";"=""0.304""";"=""321.32""";"=""10.4909"""
Zone_3087;53049277;53050298;Node_8;1021;"=""315.537""";"=""38.4""";"=""2826.0""";"=""5.0""";"=""0.0459""";"=""-0.0715""";"=""0.0455""";"=""2.74""";"=""37.13""";"=""0.0447""";"=""0.0445""";"=""37.13""";"=""38.08""";"=""0.309""";"=""320.431""";"=""10.5305"""
Zone_3088;53050298;53051319;Node_8;1021;"=""315.921""";"=""33.8""";"=""2732.0""";"=""4.0""";"=""0.0609""";"=""0.0473""";"=""0.0442""";"=""3.53""";"=""44.46""";"=""0.0436""";"=""0.0447""";"=""44.46""";"=""33.93""";"=""0.305""";"=""319.943""";"=""10.5433"""
Zone_3089;53051319;53052340;Node_8;1021;"=""315.52""";"=""36.1""";"=""2780.0""";"=""2.0""";"=""0.0461""";"=""-0.0644""";"=""0.0459""";"=""2.35""";"=""40.89""";"=""0.045""";"=""0.0448""";"=""40.89""";"=""36.18""";"=""0.305""";"=""320.571""";"=""10.5299"""
Zone_3090;53052340;53053361;Node_8;1021;"=""316.928""";"=""37.6""";"=""2810.0""";"=""9.0""";"=""0.2083""";"=""-0.0173""";"=""0.0468""";"=""1.57""";"=""38.22""";"=""0.0461""";"=""0.0448""";"=""38.22""";"=""37.5""";"=""0.305""";"=""321.068""";"=""10.5769"""
Zone_3091;53053361;53054382;Node_8;1021;"=""318.913""";"=""45.6""";"=""2974.0""";"=""12.0""";"=""0.3262""";"=""0.182""";"=""0.0486""";"=""2.74""";"=""29.41""";"=""0.0475""";"=""0.0447""";"=""29.41""";"=""45.63""";"=""0.305""";"=""321.678""";"=""10.6432"""
Zone_3092;53054382;53055403;Node_8;1021;"=""314.979""";"=""42.1""";"=""2902.0""";"=""8.0""";"=""-0.0326""";"=""-0.0525""";"=""0.0472""";"=""3.92""";"=""35.05""";"=""0.0464""";"=""0.0448""";"=""35.05""";"=""42.38""";"=""0.305""";"=""321.185""";"=""10.5119"""
Zone_3093;53055403;53056424;Node_8;1021;"=""315.912""";"=""42.0""";"=""2900.0""";"=""11.0""";"=""0.0536""";"=""0.0203""";"=""0.0469""";"=""3.92""";"=""35.25""";"=""0.0458""";"=""0.0445""";"=""35.25""";"=""42.05""";"=""0.309""";"=""320.911""";"=""10.543"""
